Equipment No,Move Date,Time,LCN/Depot,prev_status,F.E,Move Date,Time,LCN/Depot,next_status,F.E
CICU5002933,20180425,2141,USLAX/APM,DF,F,20180427,1305,USLAX/APM,CF,F
CICU5002933,20180427,1305,USLAX/APM,CF,F,20180502,1847,USLAX/APM,TE,E
CICU5002933,20180502,1847,USLAX/APM,TE,E,20180510,938,USLAX/APM,VE,E
CICU5002933,20180510,938,USLAX/APM,VE,E,20180610,1139,CNYTN/YTN,TE,E
CICU5002933,20180610,1139,CNYTN/YTN,TE,E,20180622,2400,CNYTN/OFD,FH,E
CICU5002933,20180622,2400,CNYTN/OFD,FH,E,20180622,135,CNYTN/OFD,OE,E
,,,,,,,,,,
CICU5003061,20180321,0,CNYTN/UNK,OH,E,20180321,1,CNYTN/YTN,SF,F
CICU5003061,20180321,1,CNYTN/YTN,SF,F,20180329,17,CNYTN/YTN,LF,F
CICU5003061,20180329,17,CNYTN/YTN,LF,F,20180401,1334,CNYTN/YTN,VF,F
CICU5003061,20180401,1334,CNYTN/YTN,VF,F,20180417,1601,USLAX/APM,DF,F
CICU5003061,20180417,1601,USLAX/APM,DF,F,20180419,2115,USLAX/APM,CF,F
CICU5003061,20180419,2115,USLAX/APM,CF,F,20180430,1525,USLAX/APM,TE,E
CICU5003061,20180430,1525,USLAX/APM,TE,E,20180504,1835,USLAX/APM,VE,E
CICU5003061,20180504,1835,USLAX/APM,VE,E,20180603,1121,CNYTN/YTN,TE,E
CICU5003061,20180603,1121,CNYTN/YTN,TE,E,20180615,2400,CNYTN/OFD,FH,E
CICU5003061,20180615,2400,CNYTN/OFD,FH,E,20180615,47,CNYTN/OFD,OE,E
,,,,,,,,,,
CICU5003185,20180320,0,CNYTN/UNK,OH,E,20180320,1,CNYTN/YTN,SF,F
CICU5003185,20180320,1,CNYTN/YTN,SF,F,20180321,13,CNYTN/YTN,LF,F
CICU5003185,20180321,13,CNYTN/YTN,LF,F,20180325,1715,CNYTN/YTN,VF,F
CICU5003185,20180325,1715,CNYTN/YTN,VF,F,20180410,1334,USLAX/APM,DF,F
CICU5003185,20180410,1334,USLAX/APM,DF,F,20180412,33,USLAX/APM,CF,F
CICU5003185,20180412,33,USLAX/APM,CF,F,20180418,1549,USLAX/APM,TE,E
CICU5003185,20180418,1549,USLAX/APM,TE,E,20180427,204,USLAX/APM,VE,E
